,unigramCost,bigramCost,parsed_CommentCount,parsed_BodyLength,parsed_UserReputation,parsed_UserViews,parsed_UserUpVotes,parsed_UserDownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink,Edit,Label
31,9.113557062282498,12.246725784242814,1,216,41,4,1,0,0,1,3,0,1,0
32,10.589662467945722,12.269293805601073,1,2775,624,125,23,6,0,2,27,1,1,0
33,9.75630398230251,12.406759999081386,3,515,16,1,0,0,3,0,0,0,1,1
34,9.726737465620488,12.217335733971481,3,5921,1027,121,7,2,7,6,65,3,0,1
35,9.950273146425136,12.237752440698776,4,2496,641,36,24,0,8,1,42,1,0,1
36,9.994737652560236,12.217218193566735,0,2382,507,127,114,10,8,3,38,3,0,1
37,9.760107818781043,12.070215440965605,0,942,507,127,114,10,2,4,4,0,0,1
38,12.216899510395608,12.487132182342943,2,220,3102,440,139,287,0,1,9,0,0,1
39,9.109300488450126,12.233792502086153,0,1202,1207,164,86,84,0,0,0,1,0,1
40,8.299673782328266,12.054724872779715,1,256,2646,407,191,15,0,1,3,1,0,0
41,9.853987921428438,12.35689377376635,0,196,11,6,0,0,0,0,0,0,0,0
42,9.822358787512929,12.299755687563865,1,580,546,17,73,0,0,1,18,0,1,0
43,12.539471580465115,12.335758720756333,2,1682,571,153,45,36,1,1,44,0,0,0
44,9.370056389971381,12.040154107392476,0,750,301,65,9,1,3,2,11,0,0,1
45,9.781026077982274,12.222642768027331,0,494,507,127,114,10,1,1,11,0,0,1
46,9.694270846581515,12.345969352708414,0,606,2627,271,798,12,3,0,0,0,0,1
47,11.98993247049416,12.357134805889569,0,356,18750,6274,1147,2742,0,2,11,0,0,0
48,10.947167187756854,12.32292152559785,1,1515,33601,12784,4195,3857,4,3,33,0,0,1
49,12.113314050278252,12.494214888812973,5,881,10796,772,185,1525,1,0,0,0,1,1
50,7.635818769436402,11.78512788960418,4,648,1508,115,291,19,2,0,0,2,0,0
51,15.962913057634339,12.783547173662743,0,1294,130801,8991,3044,37,0,2,27,0,0,1
52,9.167812041831349,12.162071946452922,0,1342,72,11,6,0,0,3,27,0,0,1
53,9.77064997369316,12.241170131921505,3,390,424,36,6,1,0,2,7,0,1,1
54,9.625476508223075,12.13883860267511,6,491,7759,1083,647,134,0,2,10,0,1,1
55,10.263689789840253,12.180860200579549,0,900,102,15,77,0,0,1,25,0,1,0
56,10.904136404728467,12.345180935546935,0,774,134,44,110,3,1,1,26,0,0,0
57,8.472010790531543,12.161493512818572,0,585,28058,1244,1934,0,0,2,5,1,0,1
58,9.404146467867145,12.181980857809936,0,754,48,4,33,0,9,0,0,0,0,0
59,9.523530105680669,12.129279043777595,0,165,820,141,134,1,2,0,0,0,0,0
60,9.539990263578416,12.262733807128207,1,1206,5988,1260,1872,985,2,2,16,1,0,1
61,9.185820880417776,12.123952798816026,0,213,56,5,5,0,2,0,0,0,0,0
62,10.643707724756174,12.42211075302562,1,241,43,23,17,0,0,1,9,0,0,0
63,9.871154848239893,12.319087772110587,0,183,76,4,8,0,0,1,4,0,0,0
64,10.139886916758051,12.362470688350141,0,486,141,30,1,0,0,1,4,0,0,1
65,10.315514888747176,12.33266700258476,1,1300,923,83,373,72,1,1,20,0,0,1
66,8.267984861971911,12.02203099092183,0,233,3929,358,173,44,3,1,2,0,0,1
67,9.753655233960387,12.334163433282232,0,1732,23572,1435,378,265,0,1,27,1,0,0
68,8.707099814725769,11.963567083020711,6,439,5988,1260,1872,985,2,2,8,0,1,1
69,10.076231309959967,12.404793209488115,1,285,16680,2009,764,2,0,1,7,0,0,0
70,10.75656927904571,12.444012014236913,2,563,660,31,283,9,0,1,15,0,0,0
71,14.326467192441735,12.71380547610175,0,1061,321,58,35,0,0,2,33,0,0,1
72,11.233048113021967,12.224299683592465,3,666,1371,278,3084,7,3,2,19,0,0,1
73,11.812361448879258,12.3261861393901,0,1752,33601,12784,4195,3857,1,3,37,2,0,1
74,10.085124088072002,12.2142215860349,1,4739,71257,2164,76,1,11,1,94,1,1,1
75,10.316302415509961,12.307074602651275,0,3119,16845,3311,1572,1192,14,6,40,0,1,0
76,8.896099978186589,12.188305893476553,0,701,3102,440,139,287,3,1,10,0,1,0
77,7.992097897520712,11.83791544311699,0,261,3860,1035,129,252,0,1,5,0,0,0
78,9.341658025624056,12.23256056087486,0,353,454,60,14,9,0,0,0,1,0,1
79,10.846905575810018,12.409476264749406,8,863,637,181,28,2,0,1,28,0,1,1
80,9.182001085667396,12.158411704019962,0,1127,741,55,15,3,0,1,9,1,1,1
81,9.58296039768377,12.313506001310644,4,602,353,68,25,1,0,1,12,0,1,1
82,14.625314139279235,12.700579418810902,2,1818,20443,4119,856,5581,2,4,23,0,0,1
83,7.829019845157119,12.209994680663565,0,102,415,125,154,24,1,0,0,0,0,0
84,9.632297828984651,12.22234644298092,0,1016,20443,4119,856,5581,1,1,3,2,0,1
85,10.72534475120944,12.303238391672616,4,1424,4483,710,717,490,2,1,30,0,1,1
86,9.24047239152308,12.105029084858543,1,265,71257,2164,76,1,1,1,5,0,0,1
87,9.084293249674584,12.145006109545056,11,276,5609,610,4,15,1,2,2,0,1,1
88,9.857220896133414,12.171126965847304,0,51,67,24,5,0,0,0,0,0,0,1
89,8.947981221361871,12.11524432500207,1,320,63154,13103,3455,2612,1,1,1,0,0,1
90,8.915041963740062,12.082475452893943,0,243,822,134,31,5,0,1,1,0,0,0
91,15.751202350886054,12.696041722265687,1,1212,427380,89269,18260,743,4,1,18,1,1,1
92,11.06977866855145,12.348969287707682,0,633,1,3,0,0,0,1,25,0,1,0
93,8.616687361282207,12.274331224347419,0,150,424,36,6,1,0,1,6,0,0,1
94,9.832640550923454,12.420193609996517,2,559,2066,531,2636,81,0,2,2,0,0,0
95,10.897943123273333,12.29111183359215,1,1589,114264,27275,2584,21000,1,4,55,0,0,1
96,9.143659940203493,12.130619277163493,2,1797,3102,440,139,287,1,2,38,3,0,1
97,8.617311343708389,12.225813535365958,0,316,162,50,72,0,0,1,3,0,0,1
98,8.280528203353606,12.042762656686248,1,616,30736,5120,3506,4713,6,2,8,1,0,1
99,9.287307775969706,12.246338777720208,1,682,94731,41997,1888,5481,0,2,18,0,0,1
100,8.636031252012133,12.026740957114592,5,313,424,36,6,1,0,1,9,0,1,1
101,10.865649611344764,12.387036924462153,2,448,83,46,2,0,0,2,11,0,1,1
102,8.732309254880048,11.932293859394779,2,721,410,40,3,1,1,1,3,1,0,1
103,8.964334559215413,12.024984697750401,2,530,11191,858,591,10,0,1,7,0,0,0
104,8.839090059175582,12.05733122012054,0,618,8206,903,675,167,2,2,11,0,0,0
105,9.866472144011672,12.32189386675796,1,432,1824,199,871,21,0,2,4,0,0,0
106,9.189051499438381,12.161579380903163,0,882,5988,1260,1872,985,1,2,7,0,1,0
107,10.248272796015844,12.054770380000177,0,668,427380,89269,18260,743,3,2,15,1,1,1
108,9.71043722624832,12.10207730775226,0,952,223387,26068,2924,740,4,3,10,0,0,0
109,9.044176957787183,12.288567637830894,0,464,2396,110,335,5,0,1,1,1,0,0
110,8.516231656749124,11.903339928915475,0,2180,11303,980,601,663,10,3,10,3,0,1
111,9.427601182082649,12.294071454904136,1,428,46,0,0,0,0,1,6,0,0,1
112,12.862577122747258,12.554474213861392,1,2801,67,11,40,0,0,1,42,0,0,1
113,10.343593324255961,12.311612153244464,0,879,61,34,2,0,0,1,26,0,0,0
114,9.352562707554904,12.272219314247188,5,503,903,107,41,6,0,2,11,0,0,0
115,9.943868274131972,12.380825937851169,0,615,524,51,26,0,0,2,9,0,0,0
116,9.38146336784992,12.288773818020266,1,845,5481,696,528,44,0,2,5,1,0,1
117,11.73275665307678,12.309373469555252,0,497,1798,227,231,16,0,1,8,0,0,0
118,10.137828861979012,12.229023885142976,1,277,10224,643,2102,181,1,1,5,1,1,0
119,8.623330200811338,11.946152220707528,0,490,83,2,39,0,0,1,12,0,0,0
120,14.38998705255296,12.460170960451222,2,520,427380,89269,18260,743,0,3,12,0,0,1
121,9.322847613545678,12.231073320520172,1,932,546,17,73,0,4,1,5,1,0,0
122,8.522381256989274,11.930611911934536,1,627,708,93,105,11,4,0,0,1,0,1
123,9.503396692037672,12.173410936590068,0,932,71257,2164,76,1,4,1,23,0,0,1
124,9.348237893764633,12.269663011977892,0,799,1307,219,52,132,2,1,7,0,0,1
125,10.515573908870506,12.369008251191554,0,442,56694,5302,758,1508,0,1,7,0,0,0
126,15.169086601046535,12.636106270502891,3,1435,427380,89269,18260,743,1,3,42,1,1,1
127,9.867484944115338,12.269706461569724,1,250,149,15,10,0,0,2,3,0,1,0
128,8.847115274963189,12.091850976874206,0,427,2097,134,447,13,6,0,0,0,0,1
129,8.991755271595085,12.083631345420926,1,1629,585,104,1662,6,0,2,30,1,0,0
130,8.25786317068367,11.819140220482454,1,125,282,22,63,2,0,1,1,0,1,0
131,9.251145809533202,12.380818993687694,0,2448,30736,5120,3506,4713,2,3,47,3,0,1
132,8.74508726879973,12.166517008326334,0,805,17689,973,1382,7,2,2,13,2,1,0
133,8.682890932001206,12.03515069094671,6,343,8387,765,2336,19,2,1,2,0,0,1
134,9.166312513886654,12.136146973533268,0,736,770256,252083,5762,19510,4,1,1,1,0,1
135,8.97667889212886,12.081048375613332,1,342,28058,1244,1934,0,0,1,5,0,0,1
136,9.255652120354503,12.131515210362544,6,3061,5988,1260,1872,985,11,5,28,0,1,1
137,10.46332336411398,12.158164466855956,4,1418,13486,1563,2133,554,4,7,44,2,1,0
138,9.98120929281578,12.508646635876705,2,231,154,15,11,3,0,0,0,0,0,0
139,8.83670200053135,12.127118999368884,0,3432,14260,961,3073,101,13,3,28,7,0,0
140,9.625919329452293,12.349807149706054,2,557,357,117,118,6,1,0,0,0,0,1
141,9.9005700948703,12.333610434906788,0,570,41,28,152,0,0,1,12,0,0,0
142,9.420264384690109,12.058886790103653,4,757,1562,197,11,2,0,2,14,0,1,0
143,8.976430109821381,12.178647496258677,0,227,189,36,187,0,1,0,0,1,0,0
144,9.267878171254448,12.219630150378865,11,1710,418,105,101,3,0,0,0,2,1,0
145,9.439714650600356,12.03252250450684,0,622,1562,197,11,2,0,1,14,0,0,0
146,9.366457520828114,11.963942504380631,0,1434,427380,89269,18260,743,8,1,17,5,1,1
147,9.465039994894182,12.345191482467987,0,1313,4373,1360,1929,1654,0,3,20,1,0,1
148,8.842555207261617,12.149655848486965,0,220,58221,2861,3085,1131,0,0,0,1,0,1
149,9.272062202158393,12.099163700014396,11,746,76,24,10,0,1,2,13,0,0,1
150,8.50518974170466,12.063792225216739,0,482,1977,260,405,4,0,1,14,0,0,0
151,8.65802781582715,12.189474143644473,1,159,110,55,56,0,1,0,0,0,0,1
152,9.508298972983127,12.02144272574533,4,911,5988,1260,1872,985,3,3,21,0,1,1
153,8.629683209427904,12.277243023558785,0,180,166,89,40,0,0,1,1,0,1,1
154,9.217528274192736,12.176511432209676,5,1007,3960,226,281,8,0,1,10,2,1,1
155,8.549092893408021,11.957580761542392,1,473,709,53,413,235,2,1,1,1,0,1
156,11.004973524310053,12.093513392958133,0,3357,427380,89269,18260,743,5,4,77,3,1,1
157,9.429802306017333,12.101536211274233,1,881,11755,1841,2162,212,4,3,13,1,0,0
158,8.246676181400067,12.095161105742235,3,289,1977,260,405,4,0,1,9,0,1,0
159,9.254572219484318,12.109626429140498,1,443,63154,13103,3455,2612,0,1,5,0,1,1
160,9.275854227996046,12.2433751231939,0,188,26,12,0,0,1,0,0,0,0,0
161,9.992915844353881,12.454161301676946,4,183,1954,233,8,3,0,0,0,0,0,1
162,11.602876259402844,12.37448061182682,4,282,4021,506,146,66,0,1,6,0,0,1
163,9.782647751398443,12.330006166612769,0,487,110,55,56,0,0,0,0,0,0,0
164,9.81336603212123,12.204617841546268,5,1276,14843,1250,1246,490,12,1,7,1,1,1
165,9.765041055112496,12.234003908308985,1,251,132,10,153,0,0,2,4,0,0,0
166,10.511728510058985,12.269430614388115,4,689,109049,18235,7890,3496,1,2,22,0,1,0
167,10.379069007000355,12.32836365585726,1,1147,11755,1841,2162,212,6,1,12,0,0,0
168,10.817505905592613,12.488667950233829,0,460,90494,5432,1346,480,0,1,4,0,0,1
169,8.252831284672805,12.002693748938356,0,130,180,31,69,0,1,1,1,0,0,0
170,11.23755868927311,12.421403541107088,0,1639,347,55,0,0,0,1,41,0,0,0
171,9.189612778702353,12.262024755748286,0,819,539,81,176,1,4,1,5,1,0,0
172,9.158650880108668,12.140550506855938,1,641,533,44,69,2,5,1,2,0,1,1
173,11.699417175451092,12.251986128455375,2,1185,427380,89269,18260,743,6,2,17,1,1,1
174,9.8632709824929,12.237553248437724,2,4864,5331,924,494,41,5,3,84,5,1,1
175,9.609941337995581,12.078287555796196,0,314,824,426,535,4,1,1,5,0,0,0
176,8.346784466861239,11.873353287860027,0,837,41,0,6,0,2,0,0,0,0,0
177,11.214097361679805,12.27992725115643,3,1805,109049,18235,7890,3496,4,3,30,1,1,0
178,7.769345931019866,12.194430844561255,3,784,77925,3065,1864,199,1,2,7,0,0,1
179,8.732952309581911,12.168092018861769,0,586,1,2,0,0,0,0,0,2,0,1
180,8.749938655262318,11.859049292153516,0,636,427380,89269,18260,743,4,2,10,2,0,1
181,11.017630278196693,12.098711129704812,0,382,90494,5432,1346,480,0,2,11,0,0,1
182,10.105202944427113,12.197201489768114,1,965,1747,195,574,21,10,1,6,0,0,0
183,9.076884441436343,12.185670620120193,3,391,5609,610,4,15,0,1,9,0,1,1
184,10.08850484000494,12.27757801699734,5,820,903,107,41,6,0,2,26,0,1,1
185,9.913543323237436,12.379464751015213,0,289,751,238,72,2,0,0,0,0,0,1
186,10.77643300401014,12.267501396408196,0,684,66,14,9,0,0,1,9,0,0,1
187,9.224921694266104,11.985878527284768,0,523,19981,4264,1299,13,1,4,5,0,0,0
188,10.00284157541686,12.380516289969686,0,202,1572,175,125,11,0,0,0,0,1,1
189,8.751116076122067,12.20339450338826,0,381,185,178,1193,127,1,1,2,0,0,1
190,9.719754572411867,12.3286163514781,1,509,31,0,0,0,0,0,0,0,1,0
191,8.560219979910707,12.146220308695467,7,1062,28058,1244,1934,0,6,3,4,3,1,1
192,11.876002448767311,12.365200848688207,6,829,83554,6938,4534,1304,3,3,23,0,1,1
193,9.02288379875467,12.132009343105466,2,781,4735,960,744,47,1,1,9,1,1,1
194,9.890855405085162,12.187417760505607,2,1906,13629,968,404,103,0,3,31,3,1,1
195,9.262862640113406,12.402232311650883,0,1072,471,35,2,1,0,1,11,0,1,1
196,11.715119010511765,12.306004034030813,0,1155,515,145,102,3,0,1,18,0,1,1
197,8.783062922289139,12.067130049686279,0,589,324,79,21,1,0,1,13,0,0,1
198,8.161107713560261,11.899105089202086,1,808,21,0,0,0,0,1,10,0,1,0
199,8.833142121114061,12.114541926522788,1,280,2958,310,37,6,0,2,2,0,0,0
200,11.086972352869925,12.426130658632175,0,686,570,78,197,6,0,1,21,0,0,1
201,9.956602820711597,12.31957629520215,0,848,257,76,41,0,3,1,6,0,0,1
202,8.87227688012164,12.029240897759815,0,974,22423,3704,2164,1285,2,2,13,1,1,1
203,9.404827584841495,12.31154267469616,6,1213,121324,9675,2713,229,0,1,2,1,0,1
204,12.42965235751787,12.487882965311872,0,434,56694,5302,758,1508,0,1,11,0,0,1
205,10.017046906361283,12.125179417127844,0,261,2281,443,435,117,0,1,7,0,1,1
206,9.260552172258746,12.023989175017029,9,368,3109,540,642,43,8,0,0,0,1,0
207,9.064764604699366,12.149480671869958,0,176,19592,990,923,278,1,1,1,0,0,1
208,9.375752781620477,12.204775445354226,0,610,121324,9675,2713,229,5,1,3,1,0,1
209,10.824189558224935,12.39590981590096,0,358,179,48,21,0,0,1,12,0,0,0
210,11.500211316145768,12.354546492815285,0,1220,1940,200,3112,8,2,0,0,0,0,1
211,10.52249286918575,12.389768255586336,1,687,3791,938,1858,404,0,1,7,0,0,1
212,9.47661688940311,12.306844644398446,1,707,949,221,360,6,1,1,4,0,0,1
213,9.054511746344383,11.920775638285436,0,143,1,2613,916,164,1,1,2,0,0,0
214,10.750553792510335,12.388851596809296,1,427,179,48,21,0,0,1,12,0,1,0
215,9.842980622867898,12.3338479951916,2,957,27723,2011,1612,552,3,1,15,0,1,0
216,9.279284581013169,12.088946303860595,0,650,145,12,0,0,0,0,0,0,0,0
217,8.256053485217727,12.046369522655054,2,290,9201,1136,990,34,2,2,2,0,0,1
218,9.473529490939232,12.229412668605047,0,820,2964,157,410,46,2,2,15,0,0,1
219,8.781134811686291,12.150325046635276,0,208,39,2,12,0,0,1,1,0,0,0
220,8.894042622713565,11.932485664641495,3,259,37645,7185,734,1,1,1,3,0,0,1
221,9.38717355492879,12.231131218467596,0,317,18316,1493,576,796,2,1,1,0,0,0
222,11.133615555866994,12.230244796024806,1,967,3845,151,1210,248,1,4,25,0,0,1
223,9.130864011323801,12.188258498197452,0,483,179,48,21,0,3,2,5,0,1,0
224,9.277878485700537,12.303154305163035,0,461,1963,105,158,6,1,1,13,0,0,0
225,9.258817209473586,12.249823183599586,0,1474,6383,1766,5398,222,14,2,3,2,1,1
226,11.010720384848462,12.315614649429676,5,3605,31317,3697,2144,9,4,2,59,1,1,1
227,8.942734502132453,12.0149373422928,6,149,2386,493,1623,0,0,1,2,0,0,1
228,8.183462645733343,12.01251122880436,0,615,5427,446,1354,36,2,2,5,1,0,1
229,12.290782575031386,12.393942171257065,0,1036,10,19,0,0,1,0,0,0,0,0
230,10.591959079303624,12.215569441318396,2,3539,2628,190,117,0,13,3,114,2,1,1
231,9.560228215685665,12.100197679927295,1,1709,1222,45,106,38,5,2,26,2,0,1
232,9.346162299482444,12.060289448972169,0,947,109049,18235,7890,3496,6,1,19,0,1,1
233,9.127459572203241,12.038693454587765,0,845,1777,443,113,75,7,2,9,0,0,1
234,9.599366651940342,12.301929136651829,1,215,2187,365,396,149,0,1,1,0,0,1
235,9.347357356361027,12.31197197228143,0,425,1057,30,21,1,0,0,0,1,0,1
236,8.832017061574385,12.00464797130537,0,112,114,30,28,0,1,0,0,0,1,0
237,8.636904685370617,11.624510512253453,3,668,3443,304,13,0,0,1,5,1,0,0
238,9.47430564125734,12.310350357725456,0,299,6455,621,459,9,3,0,0,0,1,1
239,9.495710714549237,12.358418737708122,0,1038,27652,2503,356,65,0,1,6,2,0,1
240,9.045462007532363,12.11496891912318,2,579,12866,545,51,30,2,1,4,1,0,1
241,9.25730447913135,12.191588696104011,0,715,3109,540,642,43,8,0,0,1,0,0
242,9.820448300177997,12.48069023510794,3,467,1614,193,153,9,0,0,0,0,0,1
243,9.944343430230447,12.366752385214626,0,255,8,3,0,0,0,0,0,0,0,0
244,9.44410900275561,12.154546881122998,6,1683,122403,15108,1847,6077,8,1,22,2,1,0
245,12.444211161410172,12.532664133641578,10,615,2150,165,730,164,0,2,23,0,1,1
246,9.872103492126339,12.222407880963175,0,825,601449,35556,17233,661,4,1,7,3,1,1
247,9.228661495031746,12.158356872776544,3,550,3757,155,9,4,3,0,0,0,0,0
248,9.051353658045645,12.10811967105804,0,148,608,39,127,1,1,1,1,0,0,0
249,10.68955830819383,12.237481981606487,0,657,6529,597,249,19,5,1,9,0,0,1
250,8.647452674651241,11.875310547547562,0,382,109049,18235,7890,3496,5,1,2,0,0,1
251,9.745652542971712,12.28932452194537,0,154,1591,115,747,4,0,0,0,0,0,0
252,9.022055133812822,11.848379819599307,0,562,427380,89269,18260,743,3,1,6,2,1,0
253,9.138672334261036,12.191875770534036,2,470,121,10,7,0,0,2,14,0,0,0
254,9.065502464905009,12.150076063391461,5,1938,2192,83,125,8,2,1,13,6,1,1
255,10.70087603654884,12.44466453564379,0,6164,19899,1344,5524,0,2,3,30,1,0,0
256,12.368436359331369,12.545935321921785,0,400,608,39,127,1,2,1,9,0,0,0
257,9.503702933013331,12.18009303309311,2,875,26,2,0,0,0,3,10,0,0,1
258,10.532807219911364,12.47086970858525,0,543,109049,18235,7890,3496,0,3,7,0,1,1
259,10.071584194218769,12.143528759140198,0,1030,1762,622,236,37,0,1,31,0,1,0
260,9.358922990962721,12.167770907960158,1,1298,30736,5120,3506,4713,3,4,22,1,1,0
261,12.338490041934008,12.446259154037868,2,667,1499,229,46,0,3,1,17,0,0,0
262,9.35067480475964,12.252864181274914,0,1816,56,6,34,0,0,4,10,0,0,0
263,8.265778280909506,11.987102964784631,0,316,47949,4011,628,6175,1,1,1,1,0,1
264,11.377789885877045,12.225754228852534,0,1240,83554,6938,4534,1304,5,2,23,0,1,1
265,8.52787372579127,12.034777936866549,0,514,56694,5302,758,1508,0,2,9,0,0,1
266,10.476886658332822,12.301255210771506,2,779,3109,540,642,43,2,1,12,0,1,1
267,9.913442790605307,12.286931779469285,6,1484,62274,3753,2414,235,3,3,12,0,1,1
268,8.738977166017445,12.13705625789722,12,845,846,78,12,1,2,0,0,3,0,1
269,9.910992801857766,12.247775608297765,2,1079,109049,18235,7890,3496,5,1,11,0,1,0
270,9.497525276848963,12.307904286032493,0,436,2749,154,75,4,0,2,3,0,0,1
271,9.47836715841378,12.21209371978713,9,2385,66909,16496,6310,2039,9,1,2,1,1,1
272,8.535625029125745,11.99049843988122,5,691,427380,89269,18260,743,1,3,7,1,1,1
273,8.243141370968624,12.01576606846426,1,334,152,78,45,2,3,1,2,0,0,0
274,9.514906858531484,12.276656611848447,0,1582,146082,12359,1531,1712,10,1,4,0,1,0
275,8.982533953999148,12.118709192138985,0,552,94731,41997,1888,5481,5,0,0,0,1,0
276,10.515577169334463,12.317799871948369,2,946,2382,354,179,6,3,1,19,0,1,1
277,9.91730392412025,12.3708028103789,0,482,16,4,0,0,0,0,0,0,0,1
278,10.762410184291554,12.025852680766876,0,2257,427380,89269,18260,743,7,6,22,5,1,1
279,9.185228150337439,12.119616874544532,0,665,3929,358,173,44,6,1,1,1,0,1
280,9.255709599511789,12.150107550123328,0,728,1591,115,747,4,2,1,10,1,1,0
281,12.46220755992821,12.42241065084982,1,630,1533,83,278,41,0,1,21,0,0,1
282,13.746131866448266,12.660456593664216,1,363,70,14,5,0,0,1,15,0,0,1
283,9.803909667160317,12.276905107986398,2,2874,44893,4128,1562,318,2,5,58,0,1,1
284,8.445875060652252,12.415525779237564,0,156,41,42,5,0,0,1,2,0,0,1
285,7.735704400176947,11.69495613070365,4,308,6163,703,352,26,0,2,2,0,1,1
286,10.425439040946664,12.177245697706336,0,788,173564,13312,6892,97,2,3,17,1,0,1
287,10.43331007026657,12.383149661265474,0,578,1,2,0,0,0,1,16,0,1,0
288,8.834903718189894,12.067863392745625,8,1618,203443,9896,5891,530,2,2,27,0,1,1
289,8.666416279668427,12.0872074689267,2,1173,708,93,105,11,6,1,3,3,1,1
290,9.597678111231717,12.283955665885038,2,878,122,19,70,0,0,0,0,0,0,0
291,9.198650567327844,12.200709062718742,0,753,1998,170,866,57,0,0,0,2,0,0
292,8.727802520507533,12.234972152332974,0,819,428,26,31,3,0,0,0,3,1,0
293,11.45294306780868,12.45316298617125,0,1412,5954,547,244,2,3,2,32,1,1,0
294,16.711852063846788,12.798386520005074,5,6890,384,106,51,2,0,3,90,0,0,1
295,9.546494034600169,12.199794903305232,0,511,136,8,53,0,0,1,13,1,1,0
296,9.413525107949932,12.215092456118866,4,684,18765,2635,539,135,2,0,0,0,1,1
297,8.915683784027157,12.139017380906001,2,379,71354,3229,5259,200,2,1,1,0,0,1
298,9.450528305716773,12.33646560377606,0,124,347,47,2,0,0,0,0,0,0,1
299,9.126564256734175,12.161180600388287,0,725,15,6,1,0,1,1,1,0,0,1
300,10.993624376493388,12.27784945552428,0,343,164847,15327,4764,689,0,1,12,0,0,1
301,8.739485843858386,11.997874702351805,2,244,494,86,218,3,2,1,2,0,1,1
302,9.055286770730653,12.246289693810727,1,959,5954,547,244,2,2,0,0,2,0,1
303,10.099116951204902,12.084836844668914,0,1163,1690,47,55,22,4,1,15,1,1,1
304,8.300868276369238,11.76396281696162,0,755,427380,89269,18260,743,5,3,10,3,1,1
305,9.316563648572266,12.399366346287492,0,273,134,50,42,0,0,0,0,0,0,0
306,8.77240762900219,12.14458502373146,0,1068,13264,2153,202,90,0,3,7,2,0,1
307,8.346581948495666,11.637318471438489,1,645,427380,89269,18260,743,2,4,7,2,1,1
308,8.933923327085687,12.06049484395867,0,370,2679,264,505,18,6,1,1,0,1,0
309,9.930079517582561,12.245075715398093,0,1129,173564,13312,6892,97,3,2,25,0,0,1
310,9.752830055714842,12.407161653525035,0,1959,124214,7724,5618,743,2,4,30,0,1,1
311,8.92558571970261,12.03748506068162,0,270,905,104,18,2,2,0,0,0,0,1
312,9.2624190924159,12.218800105797243,0,246,2110,81,178,0,1,0,0,1,0,0
313,8.789701497216926,12.098658766244904,0,831,12843,1175,1136,195,1,1,13,2,1,0
314,9.44727007191866,12.178575661266079,0,404,61,5,1,0,0,1,5,0,0,0
